game_id|game_name|game_info|game_size
sf2qp2.zip|Street Fighter II: The World Warrior (Quicken, bootleg)|bootleg/1991|
sf2thndr.zip|Street Fighter II: The World Warrior (Thunder Edition, bootleg, set 1)|bootleg/1991|
sf2thndr2.zip|Street Fighter II: The World Warrior (Thunder Edition, bootleg, set 2)|bootleg/1991|
sf2rules.zip|Street Fighter II: The World Warrior (bootleg with rules screen)|bootleg/1992|
3wonders.zip|Three Wonders (World 910520)|Capcom/1991|
3wondersr1.zip|Three Wonders (World 910513)|Capcom/1991|
3wondersu.zip|Three Wonders (USA 910520)|Capcom/1991|
wonder3.zip|Wonder 3 (Japan 910520)|Capcom/1991|
3wondersb.zip|Three Wonders (bootleg)|bootleg/1991|
3wondersbi.zip|Three Wonders (Italian bootleg)|bootleg (Electronic Devices)/1991|
3wondersh.zip|Three Wonders (hack)|bootleg/1991|
kod.zip|The King of Dragons (World 910805)|Capcom/1991|
kodr1.zip|The King of Dragons (World 910711)|Capcom/1991|
kodr2.zip|The King of Dragons (World 910731)|Capcom/1991|
kodu.zip|The King of Dragons (USA 910910)|Capcom/1991|
kodj.zip|The King of Dragons (Japan 910805, B-Board 90629B-3)|Capcom/1991|
kodja.zip|The King of Dragons (Japan 910805, B-Board 89625B-1)|Capcom/1991|
captcomm.zip|Captain Commando (World 911202)|Capcom/1991|
captcommr1.zip|Captain Commando (World 911014)|Capcom/1991|
captcommu.zip|Captain Commando (USA 910928)|Capcom/1991|
captcommj.zip|Captain Commando (Japan 911202)|Capcom/1991|
captcommjr1.zip|Captain Commando (Japan 910928)|Capcom/1991|
